,index,prediction,realValue,accuracy
381,[381],2186867.0,[1402816],[44.11]
382,[382],1094998.0,[1400397],[78.19]
383,[383],1472416.0,[1397526],[94.64]
384,[384],1271350.0,[1371164],[92.72]
385,[385],1318074.0,[1387779],[94.98]
386,[386],1573952.0,[1387562],[86.57]
387,[387],1346268.0,[1382650],[97.37]
388,[388],1368788.0,[1385515],[98.79]
389,[389],1465974.0,[1373873],[93.3]
390,[390],1772845.0,[1373316],[70.91]
391,[391],1795122.0,[1362634],[68.26]
392,[392],1411696.0,[1362114],[96.36]
393,[393],1278200.0,[1361273],[93.9]
394,[394],1280480.0,[1346754],[95.08]
395,[395],1292455.0,[1346511],[95.99]
396,[396],1291961.0,[1332819],[96.93]
397,[397],1504715.0,[1340149],[87.72]
398,[398],1159196.0,[1338411],[86.61]
399,[399],1300412.0,[1329061],[97.84]
400,[400],1305085.0,[1330183],[98.11]
401,[401],1112069.0,[1321751],[84.14]
402,[402],1190905.0,[1308810],[90.99]
403,[403],1552679.0,[1327755],[83.06]
404,[404],1387225.0,[1315735],[94.57]
405,[405],1450961.0,[1344319],[92.07]
406,[406],1104775.0,[1310895],[84.28]
407,[407],1148629.0,[1307873],[87.82]
408,[408],1353163.0,[1311118],[96.79]
409,[409],1281135.0,[1307226],[98.]
410,[410],1321271.0,[1306438],[98.86]
411,[411],1093074.0,[1280734],[85.35]
412,[412],981578.0,[1278894],[76.75]
413,[413],1238393.0,[1262858],[98.06]
414,[414],1386754.0,[1277690],[91.46]
415,[415],1046941.0,[1230470],[85.08]
416,[416],1089818.0,[1246185],[87.45]
417,[417],1174126.0,[1238064],[94.84]
418,[418],1073559.0,[1214237],[88.41]
419,[419],1155387.0,[1231261],[93.84]
420,[420],950479.0,[1208310],[78.66]
421,[421],1283284.0,[1243065],[96.76]
422,[422],1236672.0,[1221427],[98.75]
423,[423],1212984.0,[1211890],[99.91]
424,[424],1135830.0,[1219637],[93.13]
425,[425],1188828.0,[1214839],[97.86]
426,[426],1420632.0,[1190008],[80.62]
427,[427],1297327.0,[1207732],[92.58]
428,[428],1255474.0,[1208081],[96.08]
429,[429],1814520.0,[1187684],[47.22]
430,[430],1327260.0,[1209363],[90.25]
431,[431],1162066.0,[1202384],[96.65]
432,[432],1175988.0,[1201944],[97.84]
433,[433],1239690.0,[1204600],[97.09]
434,[434],1206031.0,[1201457],[99.62]
435,[435],1278615.0,[1194239],[92.93]
436,[436],1135552.0,[1172586],[96.84]
437,[437],1160035.0,[1177438],[98.52]
438,[438],1173235.0,[1181332],[99.31]
439,[439],1346942.0,[1169839],[84.86]
440,[440],1378397.0,[1168782],[82.07]
441,[441],1090637.0,[1175737],[92.76]
442,[442],1232009.0,[1166025],[94.34]
443,[443],1219660.0,[1163274],[95.15]
444,[444],1096500.0,[1166151],[94.03]
445,[445],1247342.0,[1160021],[92.47]
446,[446],1212840.0,[1169562],[96.3]
447,[447],1157472.0,[1157472],[100.]
448,[448],1433044.0,[1153201],[75.73]
449,[449],1226177.0,[1149628],[93.34]
450,[450],1093035.0,[1125154],[97.15]
451,[451],1087879.0,[1134364],[95.9]
452,[452],1217706.0,[1141222],[93.3]
453,[453],1334800.0,[1122225],[81.06]
454,[454],1145617.0,[1129609],[98.58]
455,[455],1036039.0,[1127329],[91.9]
456,[456],1007868.0,[1106899],[91.05]
457,[457],1207044.0,[1128288],[93.02]
458,[458],1157087.0,[1112238],[95.97]
459,[459],1210697.0,[1118258],[91.73]
460,[460],1244963.0,[1085447],[85.3]
461,[461],1191667.0,[1111284],[92.77]
462,[462],1452074.0,[1110523],[69.24]
463,[463],1127690.0,[1110274],[98.43]
464,[464],1252813.0,[1101678],[86.28]
465,[465],987312.0,[1081752],[91.27]
466,[466],1083126.0,[1068004],[98.58]
467,[467],1454265.0,[1077238],[65.]
468,[468],1073870.0,[1081096],[99.33]
469,[469],1097473.0,[1075333],[97.94]
470,[470],933893.0,[1067707],[87.47]
471,[471],1342965.0,[1069864],[74.47]
472,[472],1009775.0,[1047062],[96.44]
473,[473],1151507.0,[1063442],[91.72]
474,[474],1074604.0,[1059350],[98.56]
475,[475],984200.0,[1044659],[94.21]
476,[476],1494709.0,[1032792],[55.27]
477,[477],1120655.0,[1043602],[92.62]
478,[478],1208130.0,[1046313],[84.53]
479,[479],1041403.0,[1048280],[99.34]
480,[480],955513.0,[1027050],[93.03]
481,[481],875484.0,[1051257],[83.28]
482,[482],1179824.0,[1025302],[84.93]
483,[483],1159781.0,[1012310],[85.43]
484,[484],1322211.0,[1028384],[71.43]
485,[485],1022896.0,[1027782],[99.52]
486,[486],987704.0,[1027436],[96.13]
487,[487],1038524.0,[1019309],[98.11]
488,[488],1316979.0,[1015832],[70.35]
489,[489],1009700.0,[1007729],[99.8]
490,[490],1153249.0,[1025243],[87.51]
491,[491],972122.0,[990223],[98.17]
492,[492],1069077.0,[1014595],[94.63]
493,[493],1146171.0,[1003406],[85.77]
494,[494],1439205.0,[999030],[55.94]
495,[495],1040340.0,[991417],[95.07]
496,[496],1139630.0,[990111],[84.9]
497,[497],499261.0,[972431],[51.34]
498,[498],1053669.0,[989906],[93.56]
499,[499],913247.0,[986923],[92.53]
500,[500],956137.0,[988451],[96.73]
501,[501],806590.0,[980387],[82.27]
502,[502],994050.0,[979509],[98.52]
503,[503],1023148.0,[986287],[96.26]
504,[504],1032629.0,[975462],[94.14]
505,[505],945516.0,[967654],[97.71]
506,[506],1270266.0,[978785],[70.22]
507,[507],865488.0,[974262],[88.84]
508,[508],955698.0,[970373],[98.49]
509,[509],1006126.0,[971482],[96.43]
510,[510],911712.0,[978413],[93.18]
511,[511],893620.0,[959578],[93.13]
512,[512],896453.0,[949896],[94.37]
513,[513],919442.0,[956154],[96.16]
514,[514],1448694.0,[956103],[48.48]
515,[515],853816.0,[953871],[89.51]
516,[516],965552.0,[937224],[96.98]
517,[517],1050006.0,[953305],[89.86]
518,[518],709647.0,[935168],[75.88]
519,[519],861224.0,[981294],[87.76]
520,[520],988344.0,[936945],[94.51]
521,[521],879918.0,[956198],[92.02]
522,[522],701360.0,[943806],[74.31]
523,[523],893174.0,[945172],[94.5]
524,[524],734896.0,[921111],[79.78]
525,[525],926321.0,[931953],[99.4]
526,[526],745921.0,[926107],[80.54]
527,[527],526843.0,[963763],[54.67]
528,[528],917570.0,[921317],[99.59]
529,[529],801586.0,[919834],[87.14]
530,[530],760317.0,[918823],[82.75]
531,[531],889879.0,[905624],[98.26]
532,[532],748288.0,[898000],[83.33]
533,[533],826082.0,[904143],[91.37]
534,[534],1100167.0,[903195],[78.19]
535,[535],910851.0,[953682],[95.51]
536,[536],893027.0,[893027],[100.]
537,[537],848170.0,[888836],[95.42]
538,[538],855037.0,[884988],[96.62]
539,[539],960566.0,[865658],[89.04]
540,[540],922406.0,[875631],[94.66]
541,[541],826762.0,[877408],[94.23]
542,[542],853066.0,[873396],[97.67]
543,[543],1445152.0,[860340],[32.03]
544,[544],1224452.0,[857038],[57.13]
545,[545],1048440.0,[870785],[79.6]
