,index,prediction,realValue,accuracy
560,[560],564712.0,[870887],[64.84]
561,[561],938120.0,[828025],[86.7]
562,[562],500069.0,[825517],[60.58]
563,[563],634378.0,[827040],[76.7]
564,[564],1649889.0,[832894],[1.91]
565,[565],730203.0,[823624],[88.66]
566,[566],605263.0,[820995],[73.72]
567,[567],728274.0,[815991],[89.25]
568,[568],661453.0,[809827],[81.68]
569,[569],944039.0,[800006],[82.]
570,[570],544973.0,[794475],[68.6]
571,[571],701760.0,[806709],[86.99]
572,[572],876336.0,[808908],[91.66]
573,[573],827583.0,[798718],[96.39]
574,[574],377159.0,[800062],[47.14]
575,[575],954752.0,[814570],[82.79]
576,[576],622324.0,[777985],[79.99]
577,[577],449983.0,[790959],[56.89]
578,[578],950760.0,[790370],[79.71]
579,[579],1356443.0,[784031],[26.99]
580,[580],767200.0,[781516],[98.17]
581,[581],536102.0,[778493],[68.86]
582,[582],1115970.0,[771699],[55.39]
583,[583],802318.0,[790181],[98.46]
584,[584],269439.0,[768658],[35.05]
585,[585],821518.0,[765259],[92.65]
586,[586],753531.0,[764072],[98.62]
587,[587],1102094.0,[765961],[56.12]
588,[588],724701.0,[762370],[95.06]
589,[589],719176.0,[758195],[94.85]
590,[590],852853.0,[753569],[86.82]
591,[591],571844.0,[749146],[76.33]
592,[592],479260.0,[729834],[65.67]
593,[593],540987.0,[730934],[74.01]
594,[594],835801.0,[725031],[84.72]
595,[595],546136.0,[731584],[74.65]
596,[596],753072.0,[731212],[97.01]
597,[597],655042.0,[731706],[89.52]
598,[598],1325059.0,[719587],[15.86]
599,[599],715934.0,[715887],[99.99]
600,[600],904356.0,[715800],[73.66]
601,[601],725432.0,[716491],[98.75]
602,[602],521421.0,[714136],[73.01]
603,[603],839532.0,[709734],[81.71]
604,[604],715240.0,[696382],[97.29]
605,[605],447269.0,[693874],[64.46]
606,[606],835543.0,[698306],[80.35]
607,[607],908890.0,[710117],[72.01]
608,[608],444417.0,[693836],[64.05]
609,[609],831982.0,[688639],[79.18]
610,[610],780922.0,[696436],[87.87]
611,[611],363373.0,[694539],[52.32]
612,[612],800537.0,[700272],[85.68]
613,[613],577118.0,[689071],[83.75]
614,[614],714222.0,[675255],[94.23]
615,[615],777315.0,[671845],[84.3]
616,[616],389871.0,[676155],[57.66]
617,[617],778310.0,[681945],[85.87]
618,[618],483857.0,[680606],[71.09]
619,[619],514214.0,[675966],[76.07]
620,[620],369199.0,[661366],[55.82]
621,[621],431825.0,[672340],[64.23]
622,[622],962076.0,[668977],[56.19]
623,[623],309206.0,[655078],[47.2]
624,[624],582083.0,[651978],[89.28]
625,[625],430178.0,[660172],[65.16]
626,[626],413966.0,[644276],[64.25]
627,[627],1258535.0,[654407],[7.68]
628,[628],790325.0,[654386],[79.23]
629,[629],714794.0,[654212],[90.74]
630,[630],622130.0,[653287],[95.23]
631,[631],280563.0,[644717],[43.52]
632,[632],702145.0,[652178],[92.34]
633,[633],407878.0,[640704],[63.66]
