,index,prediction,realValue,accuracy
555,555,842368,848148,99.32
556,556,771371,849635,90.79
557,557,617573,837500,73.74
558,558,882410,838126,94.72
559,559,721172,827647,87.14
560,560,783730,870887,89.99
561,561,581939,828025,70.28
562,562,963022,825517,83.34
563,563,767372,827040,92.79
564,564,1087933,832894,69.38
565,565,857081,823624,95.94
566,566,936556,820995,85.92
567,567,651021,815991,79.78
568,568,966998,809827,80.59
569,569,896907,800006,87.89
570,570,620677,794475,78.12
571,571,695578,806709,86.22
572,572,960566,808908,81.25
573,573,646413,798718,80.93
574,574,692316,800062,86.53
575,575,824106,814570,98.83
576,576,910655,777985,82.95
577,577,706479,790959,89.32
578,578,669669,790370,84.73
579,579,933842,784031,80.89
580,580,686625,781516,87.86
581,581,657766,778493,84.49
582,582,928544,771699,79.68
583,583,698747,790181,88.43
584,584,650490,768658,84.63
585,585,833742,765259,91.05
586,586,529992,764072,69.36
587,587,816550,765961,93.4
588,588,713597,762370,93.6
589,589,674721,758195,88.99
590,590,714781,753569,94.85
591,591,915747,749146,77.76
592,592,709127,729834,97.16
593,593,799766,730934,90.58
594,594,835577,725031,84.75
595,595,833763,731584,86.03
596,596,842685,731212,84.76
597,597,657981,731706,89.92
598,598,941247,719587,69.2
599,599,783430,715887,90.57
600,600,800281,715800,88.2
601,601,707814,716491,98.79
602,602,594982,714136,83.31
603,603,567218,709734,79.92
604,604,772247,696382,89.11
605,605,673129,693874,97.01
606,606,875447,698306,74.63
607,607,712620,710117,99.65
608,608,659107,693836,94.99
609,609,874644,688639,72.99
610,610,698935,696436,99.64
611,611,682687,694539,98.29
612,612,845753,700272,79.23
613,613,421916,689071,61.23
614,614,843271,675255,75.12
615,615,806390,671845,79.97
616,616,710666,676155,94.9
617,617,530863,681945,77.85
618,618,668899,680606,98.28
619,619,928700,675966,62.61
620,620,495028,661366,74.85
621,621,559038,672340,83.15
622,622,558849,668977,83.54
623,623,637060,655078,97.25
624,624,717444,651978,89.96
625,625,584081,660172,88.47
626,626,648267,644276,99.38
627,627,810604,654407,76.13
628,628,763013,654386,83.4
629,629,541911,654212,82.83
630,630,562598,653287,86.12
631,631,399786,644717,62.01
632,632,749703,652178,85.05
633,633,648305,640704,98.81
634,634,771456,647305,80.82
635,635,514784,645922,79.7
636,636,733753,646826,86.56
637,637,697167,645151,91.94
638,638,590269,644652,91.56
639,639,662051,634100,95.59
640,640,578646,641323,90.23
