,actor,final_audience_y
2154,이초희,4.0
2155,이춘연,26.0
2156,이충직,2.0
2157,이치하라 에수코,10.0
2158,이태란,4.0
2159,이태성,2.0
2160,이태임,12.0
2161,이태현,2.0
2162,이태호,8.0
2163,이토 카나에,2.0
2164,이하나,10.0
2165,이하늬,42.0
2166,이학민,2.0
2167,이학주,8.0
2168,이한위,39.99999999999999
2169,이해신,4.0
2170,이해영,22.0
2171,이현,2.0
2172,이현명,8.0
2173,이현민,12.0
2174,이현우,40.0
2175,이현주,2.0
2176,이현진,14.0
2177,이현학,2.0
2178,이형석,18.0
2179,이형섭,2.0
2180,이혜란,2.0
2181,이혜림,2.0
2182,이혜영,6.0
2183,이호산,6.0
2184,이호승,2.0
2185,이호영,2.0
2186,이호재,14.0
2187,이호현,2.0
2188,이화시,2.0
2189,이화정,2.0
2190,이환,2.0
2191,이효권,10.0
2192,이효제,8.0
2193,이후빈,6.0
2194,이후성,2.0
2195,이훈민,6.0
2196,이희준,46.0
2197,인디아 아이슬리,2.0
2198,인한국,2.0
2199,일라이저 우드,14.0
2200,임남숙,8.0
2201,임달화,40.0
2202,임동욱,6.0
2203,임명현,2.0
2204,임민경,6.0
2205,임보경,4.0
2206,임보라,6.0
2207,임상현,2.0
2208,임선우,2.0
2209,임성언,2.0
2210,임수연,2.0
2211,임수정,46.0
2212,임슬옹,10.0
2213,임승묵,6.0
2214,임시완,40.0
2215,임여문,4.0
2216,임왕섭,6.0
2217,임원희,22.000000000000004
2218,임은경,2.0
2219,임자총,2.0
2220,임정희,4.0
2221,임주은,2.0
2222,임주환,20.0
2223,임지규,20.0
2224,임지연,28.0
2225,임지훈,6.0
2226,임찬영,4.0
2227,임창정,38.0
2228,임채헌,10.0
2229,임하룡,24.0
2230,임한빈,18.0
2231,임현성,26.0
2232,임형국,2.0
2233,임형준,14.0
2234,임호,2.0
2235,임화영,2.0
2236,임효순,2.0
2237,자넷 맥티어,2.0
2238,자레드 레토,10.0
2239,자레드 해리스,10.0
2240,자비에르 사무엘,2.0
2241,자크 갈리피아나키스,12.0
2242,자크 길포드,2.0
2243,장 끌로드 반담,2.0
2244,장 뒤자르댕,2.0
2245,장 르노,4.0
2246,장-루이 트린티냥,2.0
2247,장가휘,2.0
2248,장경섭,2.0
2249,장경아,4.0
2250,장경희,4.0
2251,장광,64.0
2252,장국강,2.0
2253,장규미,8.0
2254,장근석,15.999999999999998
2255,장남열,2.0
2256,장동건,34.0
2257,장문석,2.0
2258,장백지,2.0
2259,장서이,16.0
2260,장세현,2.0
2261,장수원,2.0
2262,장신영,2.0
2263,장영남,114.0
2264,장영준,6.0
2265,장요한,2.0
2266,장원식,2.0
2267,장원욱,2.0
2268,장원재,2.0
2269,장윤주,24.0
2270,장재우,2.0
2271,장정윤,8.0
2272,장정정,2.0
2273,장정초,2.0
2274,장주연,2.0
2275,장지은,2.0
2276,장진우,6.0
2277,장쯔이,6.0
2278,장채린,14.0
2279,장첸,16.0
2280,장풍의,14.0
2281,장한새,4.0
2282,장한승,2.0
2283,장한위,4.0
2284,장항선,8.0
2285,장혁,26.0
2286,장현성,20.0
2287,장희진,2.0
2288,재뉴어리 존스,8.0
2289,재커리 레비,8.0
2290,재커리 퀸토,20.0
2291,재키 얼 헤일리,6.0
2292,재키 위버,2.0
2293,잭 니콜슨,2.0
2294,잭 레이너,18.0
2295,잭 맥브레이어,6.0
2296,잭 블랙,50.0
2297,잭 에프런,10.0
2298,잭 오코넬,2.0
2299,잭 휴스턴,8.0
2300,잭슨 라스본,6.0
2301,저스틴 그렉,2.0
2302,저스틴 롱,24.0
2303,저스틴 바사,8.0
2304,저스틴 채트윈,2.0
2305,저스틴 팀버레이크,20.0
2306,적룡,6.0
2307,전건익,10.0
2308,전경수,2.0
2309,전광렬,2.0
2310,전국환,14.0
2311,전노민,2.0
2312,전도연,16.0
2313,전무송,2.0
2314,전미선,24.0
2315,전성우,2.0
2316,전세홍,4.0
2317,전소영,2.0
2318,전수경,2.0
2319,전숙경,2.0
2320,전아민,8.0
2321,전예원,8.0
2322,전유림,2.0
2323,전인걸,2.0
2324,전지현,72.0
2325,전태열,8.0
2326,전혜빈,16.0
2327,전혜진,40.0
2328,전희수,4.0
2329,정건영,8.0
2330,정겨운,6.0
2331,정경호,26.0
2332,정다은,14.0
2333,정다혜,2.0
2334,정덕희,10.0
2335,정동철,2.0
2336,정동환,2.0
2337,정려원,13.999999999999998
2338,정만식,48.0
2339,정명숙,4.0
2340,정명철,10.0
2341,정명호,2.0
2342,정미숙,6.0
2343,정민희,18.0
2344,정범균,2.0
2345,정범식,4.0
2346,정보석,4.0
2347,정상훈,20.0
2348,정석용,2.0
2349,정석원,6.0
2350,정선경,10.0
2351,정선혜,2.0
2352,정성화,30.000000000000004
2353,정소민,4.0
2354,정수영,8.0
2355,정시연,2.0
2356,정애연,2.0
2357,정여진,6.0
2358,정연식,2.0
2359,정영기,12.0
2360,정영숙,6.0
2361,정우,35.99999999999999
2362,정우성,86.0
2363,정우혁,4.0
2364,정운택,6.0
2365,정웅인,20.0
2366,정원,2.0
2367,정원중,22.0
2368,정유림,2.0
2369,정유미,70.0
2370,정유석,2.0
2371,정유정,4.0
2372,정윤민,2.0
2373,정은우,2.0
2374,정은지,2.0
2375,정은채,12.0
2376,정의철,2.0
2377,정인기,24.0
2378,정인선,2.0
2379,정재영,84.0
2380,정재일,2.0
2381,정재진,2.0
2382,정재헌,10.0
2383,정재훈,4.0
2384,정주원,4.0
2385,정준,2.0
2386,정준원,6.0
2387,정준하,12.0
2388,정준호,32.0
2389,정지윤,6.0
2390,정지은,2.0
2391,정지훈,18.0
2392,정진영,100.00000000000003
2393,정찬,2.0
2394,정찬우,8.0
2395,정태현,2.0
2396,정태호,2.0
2397,정하연,2.0
2398,정해균,12.0
2399,정현국,2.0
2400,정현주,2.0
2401,정현진,2.0
2402,정현태,6.0
2403,정형돈,2.0
2404,정혜영,16.0
2405,정혜옥,2.0
2406,정혜원,4.0
2407,정혜인,4.0
2408,정혜진,2.0
2409,정호빈,8.0
2410,정호원,2.0
2411,정호진,2.0
2412,정훈영,4.0
2413,제네시스 로드리게스,10.0
2414,제니 오하라,2.0
2415,제니퍼 가너,4.0
2416,제니퍼 로렌스,50.0
2417,제니퍼 로페즈,12.0
2418,제니퍼 애니스턴,14.0
2419,제니퍼 엘,2.0
2420,제니퍼 제이슨 리,2.0
2421,제니퍼 코넬리,20.0
2422,제라드 버틀러,50.0
2423,제라르 드빠르디유,2.0
2424,제랄드 맥라니,2.0
2425,제레미 레너,96.0
2426,제레미 섬터,8.0
2427,제레미 아이언스,16.0
2428,제레미 어바인,4.0
2429,제레미 하워드,2.0
2430,제롬 플린,2.0
2431,제리 사인펠드,6.0
2432,제리 오코넬,4.0
2433,제리 페라라,4.0
2434,제메인 클레멘트,20.0
2435,제미마 웨스트,4.0
2436,제시 맥카트니,10.0
2437,제시 아이젠버그,40.0
2438,제시 어셔,6.0
2439,제시 윌리엄스,2.0
2440,제시 타일러 퍼거슨,4.0
2441,제시 플레먼스,2.0
2442,제시카 로테,6.0
2443,제시카 루카스,6.0
2444,제시카 비엘,12.0
2445,제시카 스자르,4.0
2446,제시카 알바,14.0
2447,제시카 차스테인,44.0
2448,제이 바루첼,18.0
2449,제이 코트니,26.0
2450,제이다 핀켓 스미스,12.0
2451,제이든 리버허,2.0
2452,제이든 스미스,6.0
2453,제이미 도넌,6.0
2454,제이미 벨,38.0
2455,제이미 알렉산더,2.0
2456,제이미 정,12.0
2457,제이미 캠벨 바우어,4.0
2458,제이미 킹,2.0
2459,제이미 폭스,36.0
2460,제이슨 더글러스,4.0
2461,제이슨 리,14.0
2462,제이슨 모모아,6.0
2463,제이슨 미웨스,8.0
2464,제이슨 베이트먼,18.0
2465,제이슨 서디키스,8.0
2466,제이슨 스타뎀,58.00000000000001
2467,제이슨 아이삭스,6.0
2468,제이슨 코프,4.0
2469,제이슨 클락,28.0
2470,제이슨 패트릭,2.0
2471,제이콥 트렘블레이,4.0
2472,제이크 T. 오스틴,2.0
2473,제이크 레이시,2.0
2474,제이크 존슨,24.0
2475,제이크 질렌할,26.0
2476,제인 레비,6.0
2477,제인 린치,8.0
2478,제인 폰다,2.0
2479,제인 헤이트마이어,2.0
2480,제임스 다시,8.0
2481,제임스 랜슨,2.0
2482,제임스 마스던,6.0
2483,제임스 마스터스,2.0
2484,제임스 맥어보이,52.0
2485,제임스 카비젤,2.0
2486,제임스 칸,4.0
2487,제임스 코든,14.0
2488,제임스 크롬웰,2.0
2489,제임스 퓨어포이,2.0
2490,제임스 프랭코,26.0
2491,제임스 프레체빌,2.0
2492,제정훈,6.0
2493,제프 골드블럼,20.0
2494,제프 다니엘스,14.0
2495,제프 브리지스,26.0
2496,제프리 도노반,4.0
2497,제프리 딘 모건,14.0
2498,제프리 러쉬,16.0
2499,제프리 아렌드,4.0
2500,제프리 존슨,2.0
2501,제프리 탬보,4.0
2502,젠다야 콜맨,24.0
2503,젠슨 애클스,2.0
2504,젬마 아터튼,20.0
2505,젬마 워드,2.0
2506,조 권,2.0
2507,조 맨가니엘로,8.0
2508,조 샐다나,54.0
2509,조 앤더슨,2.0
2510,조 크라비츠,10.0
2511,조규철,2.0
2512,조나 힐,8.0
2513,조나단 그로프,24.0
2514,조나단 리스 마이어스,16.0
2515,조니 녹스빌,6.0
2516,조니 뎁,64.0
2517,조니 웨스턴,2.0
2518,조달환,12.0
2519,조대현,2.0
2520,조덕제,2.0
2521,조동혁,12.0
2522,조디 포스터,6.0
2523,조명희,2.0
2524,조문희,4.0
2525,조미,12.0
2526,조미령,6.0
2527,조미혜,2.0
2528,조민기,2.0
2529,조민수,8.0
2530,조민아,2.0
2531,조민우,2.0
2532,조병만,12.0
2533,조병찬,14.0
2534,조보아,2.0
2535,조복래,12.0
2536,조상기,2.0
2537,조상원,6.0
2538,조서희,2.0
2539,조석현,4.0
2540,조선욱,2.0
2541,조성목,8.0
2542,조성우,2.0
2543,조성일,2.0
2544,조성하,54.0
2545,조성현,6.0
2546,조성환,10.0
2547,조성훈,2.0
2548,조성희,2.0
2549,조세현,14.0
2550,조셀린 도나휴,8.0
2551,조셉 고든 레빗,30.0
2552,조셉 길건,2.0
2553,조셉 파인즈,4.0
2554,조수민,2.0
2555,조수정,6.0
2556,조수진,2.0
2557,조수향,2.0
2558,조수현,2.0
2559,조쉬 더하멜,28.0
2560,조쉬 루카스,2.0
2561,조쉬 콜,2.0
2562,조쉬 하트넷,4.0
2563,조쉬 해밀톤,2.0
2564,조쉬 허처슨,36.0
2565,조슈 브롤린,42.0
2566,조슈아 J. 발라드,2.0
2567,조승민,6.0
2568,조승연,6.0
2569,조승우,42.0
2570,조시 게드,30.0
2571,조시 스튜어트,4.0
2572,조아라,18.0
2573,조아름,2.0
2574,조안,16.0
2575,조안 알렌,10.0
2576,조앤 쿠삭,8.0
2577,조엘 에저튼,12.0
2578,조엘 코트니,2.0
2579,조엘 킨나만,6.0
2580,조여정,32.0
2581,조영천,6.0
2582,조예진,2.0
2583,조용관,6.0
2584,조우진,32.0
2585,조원희,4.0
2586,조윤정,6.0
2587,조윤호,2.0
2588,조윤희,34.0
2589,조은서,8.0
2590,조은지,42.0
2591,조은형,6.0
2592,조이 카멘,2.0
2593,조이 킹,2.0
2594,조이진,2.0
2595,조인성,24.0
2596,조재윤,48.0
2597,조재은,6.0
2598,조재현,26.0
2599,조정석,72.0
2600,조정일,2.0
2601,조정준,6.0
2602,조지 클루니,20.0
2603,조지 헨리,12.0
2604,조지훈,4.0
2605,조진웅,156.0
2606,조한선,16.0
2607,조한철,2.0
2608,조현재,4.0
2609,조현정,10.0
2610,조혜진,4.0
2611,조효민,2.0
2612,조희봉,20.0
2613,존 C. 라일리,8.0
2614,존 갤러거 주니어,2.0
2615,존 굿맨,26.0
2616,존 그리스,8.0
2617,존 레귀자모,22.0
2618,존 말코비치,48.0
2619,존 번탈,10.0
2620,존 보예가,10.0
2621,존 보이트,6.0
2622,존 시나,4.0
2623,존 아브라함스,8.0
2624,존 카저,4.0
2625,존 쿠삭,20.0
2626,존 크랜신스키,6.0
2627,존 트라볼타,8.0
2628,존 파브로,20.0
2629,존 햄,12.0
2630,존 허트,28.0
2631,존 혹스,2.0
2632,주걸륜,6.0
2633,주다영,6.0
2634,주드 로,42.0
2635,주디 그리어,24.0
2636,주디 데이비스,2.0
2637,주디 덴치,22.0
2638,주보비,2.0
2639,주상욱,16.0
2640,주성민,6.0
2641,주성치,2.0
2642,주신,4.0
2643,주원,24.0
2644,주윤발,10.0
2645,주이 디샤넬,14.0
2646,주지훈,57.99999999999999
2647,주진모,50.0
2648,주진우,2.0
2649,주창욱,10.0
2650,주현,6.0
2651,주희,2.0
2652,줄리 델피,2.0
2653,줄리 벤즈,2.0
2654,줄리 보웬,2.0
2655,줄리 앤드류스,2.0
2656,줄리아 로버츠,18.0
2657,줄리아 루이스 드레퓌스,2.0
2658,줄리아 스타일즈,8.0
2659,줄리안 맥마흔,2.0
2660,줄리안 무어,40.0
2661,줄리안 허프,2.0
2662,줄리엣 루이스,4.0
2663,줄리엣 비노쉬,6.0
2664,줄리엣 스티븐슨,2.0
2665,쥬니,8.0
2666,증개현,2.0
2667,지나 로드리게즈,8.0
2668,지나 말론,2.0
2669,지나 카라노,12.0
2670,지니퍼 굿윈,18.0
2671,지대한,8.0
2672,지미 키멜,8.0
2673,지성,8.0
2674,지성원,2.0
2675,지수,2.0
2676,지안,2.0
2677,지연,6.0
2678,지웅배,10.0
2679,지진희,12.0
2680,지창욱,8.0
2681,지현우,6.0
2682,진 윤,4.0
2683,진경,42.0
2684,진구,72.0
2685,진기주,6.0
2686,진남수,2.0
2687,진도명,4.0
2688,진서연,8.0
2689,진세연,20.0
2690,진지희,18.0
2691,진태현,4.0
2692,진혜림,2.0
2693,진희경,2.0
2694,질 를르슈,2.0
2695,질 버밍햄,2.0
2696,짐 브로드벤트,6.0
2697,짐 스터게스,18.0
2698,짐 캐리,20.0
2699,짐 커밍스,2.0
2700,짐 파슨스,4.0
2701,차성호,2.0
2702,차수연,10.0
2703,차순배,2.0
2704,차승우,4.0
2705,차승원,36.0
2706,차예련,16.0
2707,차인표,4.0
2708,차지연,2.0
2709,차태현,84.0
2710,차현우,2.0
2711,차현정,6.0
2712,찰리 데이,16.0
2713,찰리 쉰,2.0
2714,찰리 허냄,10.0
2715,찰스 댄스,2.0
2716,채닝 테이텀,26.0
2717,채드 룩,8.0
2718,채드윅 보스만,14.0
2719,채민서,2.0
2720,채민지,2.0
2721,채서진,6.0
2722,채수빈,2.0
2723,채정안,6.0
2724,채탁연,2.0
2725,채현우,2.0
2726,챈들러 캔터베리,6.0
2727,천보근,12.0
2728,천성훈,6.0
2729,천우희,26.0
2730,천정명,8.0
2731,천쿤,4.0
2732,천호진,40.0
2733,최강희,22.0
2734,최경선,4.0
2735,최경원,12.0
2736,최고,8.0
2737,최고은,2.0
2738,최귀화,32.0
2739,최규환,4.0
2740,최낙윤,4.0
2741,최낙희,2.0
2742,최다니엘,28.000000000000004
2743,최대호,4.0
2744,최덕문,8.0
2745,최령,2.0
2746,최리,10.0
2747,최무성,36.0
2748,최민수,2.0
2749,최민식,82.0
2750,최민철,6.0
2751,최민호,4.0
2752,최병구,2.0
2753,최선주,2.0
2754,최설리(설리),4.0
2755,최성국,12.0
2756,최성민,2.0
2757,최수민,2.0
2758,최수종,4.0
2759,최승현,30.0
2760,최승호,2.0
2761,최오식,2.0
2762,최우석,2.0
2763,최우식,30.0
2764,최우혁,4.0
2765,최원균,8.0
2766,최원영,10.0
2767,최유화,6.0
2768,최윤영,10.0
2769,최은주,2.0
2770,최인영,2.0
2771,최일화,10.0
2772,최재민,2.0
2773,최재웅,12.0
2774,최재원,14.0
2775,최재환,20.0
2776,최재훈,8.0
2777,최정우,30.0
2778,최정원,8.0
2779,최정윤,2.0
2780,최정은,2.0
2781,최정현,6.0
2782,최제헌,6.0
2783,최종률,8.0
2784,최종만,8.0
2785,최종민,8.0
2786,최종석,8.0
2787,최종학,4.0
2788,최종훈,4.0
2789,최지우,10.0
2790,최지현,2.0
2791,최지호,20.0
2792,최진리,6.0
2793,최진우,2.0
2794,최진호,20.0
2795,최태영,2.0
2796,최태준,2.0
2797,최한,2.0
2798,최현희,2.0
2799,최형,2.0
2800,최혜림,6.0
2801,최호진,6.0
2802,최홍일,6.0
2803,최화정,2.0
2804,최효영,2.0
2805,최효종,4.0
2806,최희서,14.0
2807,추자현,14.0
2808,츠루노 타케시,2.0
2809,츠루미 신고,18.0
2810,츠츠미 신이치,2.0
2811,치바 유다이,4.0
2812,치웨텔 에지오포,30.0
2813,카고 아이,2.0
2814,카네코 유키,2.0
2815,카드 메라드,4.0
2816,카라 델러비인,10.0
2817,카라 부오노,2.0
2818,카라사와 토시아키,2.0
2819,카레 헤레브란트,2.0
2820,카렌 길런,8.0
2821,카르멘 에조고,2.0
2822,카리 케토넨,2.0
2823,카리 히타라티,2.0
2824,카리나 카푸르,2.0
2825,카린 비아르,2.0
2826,카메론 디아즈,28.0
2827,카미시라이시 모네,10.0
2828,카미야 아키라,4.0
2829,카미키 류노스케,22.0
2830,카밀라 벨,10.0
2831,카세 료,2.0
2832,카스 앤바,2.0
2833,카야 스코델라리오,36.0
2834,카야노 아이,2.0
2835,카이라 세드윅,2.0
2836,카일 갈너,4.0
2837,카일 맥라클란,12.0
2838,카일 챈들러,6.0
2839,카자마  슌스케,4.0
2840,카카즈 유미,6.0
2841,카타리나 탈바흐,2.0
2842,카타오카 신와,2.0
2843,카토리 싱고,4.0
2844,카호,2.0
2845,칸 모하마드 아사두즈만,4.0
2846,칼 어번,24.0
2847,칼라 구기노,4.0
2848,칼럼 블루,4.0
2849,칼럼 키스 레니,2.0
2850,칼리 쿠오코,2.0
2851,캐리 멀리건,10.0
2852,캐리 앤 모스,6.0
2853,캐리 엘위스,4.0
2854,캐리 피셔,14.0
2855,캐빈 그레비스,2.0
2856,캐서린 뉴튼,2.0
2857,캐서린 맥코믹,4.0
2858,캐서린 맥피,2.0
2859,캐서린 워터스턴,18.0
2860,캐서린 윈닉,6.0
2861,캐서린 제타-존스,16.0
2862,캐서린 키너,26.0
2863,캐서린 테이트,2.0
2864,캐서린 헤이글,10.0
2865,캐시 베이츠,2.0
2866,캐시디 지포드,2.0
2867,캘런 맥오리피,2.0
2868,캠 지갠뎃,4.0
2869,커먼,2.0
2870,커스틴 던스트,8.0
2871,커트 러셀,16.0
2872,케네스 브래너,20.0
2873,케리 러셀,10.0
2874,케리 워싱턴,2.0
2875,케리 콘든,2.0
2876,케빈 구스리,8.0
2877,케빈 맥키드,6.0
2878,케빈 베이컨,14.0
2879,케빈 스페이시,6.0
2880,케빈 제임스,10.0
2881,케빈 지거스,4.0
2882,케빈 코스트너,16.0
2883,케빈 클라인,2.0
2884,케빈 하트,14.0
2885,케이 파나베이커,4.0
2886,케이시 애플렉,28.0
2887,케이트 델 카스틸로,2.0
2888,케이트 마라,14.0
2889,케이트 맥키넌,8.0
2890,케이트 베킨세일,12.0
2891,케이트 보스워스,6.0
2892,케이트 블란쳇,70.0
2893,케이트 업튼,2.0
2894,케이트 윈슬렛,12.0
2895,케이트 허드슨,10.0
2896,케이틀린 스테이시,2.0
2897,케이티 맥그라스,14.0
2898,케이티 색호프,4.0
2899,케이티 캐시디,2.0
2900,케이티 페리,4.0
2901,케이티 피더스턴,8.0
2902,케이티 홈즈,6.0
2903,케일리 스패니,6.0
2904,켄 아놀드,10.0
2905,켄 정,8.0
2906,켈란 루츠,8.0
2907,켈리 라일리,2.0
2908,켈리 맥도날드,6.0
2909,켈시 그래머,2.0
2910,코니 닐슨,10.0
2911,코니 브리튼,2.0
2912,코디 스밋 맥피,4.0
2913,코리 스톨,8.0
2914,코마츠 나나,4.0
2915,코바야시 사토미,2.0
2916,코바야시 카오루,2.0
2917,코비 스멀더스,4.0
2918,코스타스 맨다이어,4.0
2919,코야마 리키야,2.0
2920,코유키,2.0
2921,코자쿠라 에츠코,6.0
2922,코트니 이튼,4.0
2923,콜 하우저,6.0
2924,콜린 메츠거,2.0
2925,콜린 파렐,34.0
2926,콜린 퍼스,58.0
2927,콜린 행크스,2.0
2928,콤 미니,2.0
2929,쿠니무라 준,16.0
2930,쿠도 유키,2.0
2931,쿠바 구딩 주니어,2.0
2932,쿠벤자네 왈리스,2.0
2933,쿠보 유리카,2.0
2934,쿠스다 아이나,2.0
2935,퀸 라티파,10.0
2936,퀸튼 잭슨,4.0
2937,크레이그 홀,2.0
2938,크리스 J. 머레이,2.0
2939,크리스 노스,8.0
2940,크리스 록,12.0
2941,크리스 메시나,2.0
2942,크리스 밀러,6.0
2943,크리스 에반스,126.0
2944,크리스 오도넬,2.0
2945,크리스 쿠퍼,4.0
2946,크리스 파인,44.0
2947,크리스 프랫,38.0
2948,크리스 헴스워스,114.0
2949,크리스찬 베일,54.00000000000001
2950,크리스찬 슬레이터,2.0
2951,크리스찬 카마고,2.0
2952,크리스타 테렛,2.0
2953,크리스탈 리드,4.0
2954,크리스토퍼 나이츠,6.0
2955,크리스토퍼 로이드,4.0
2956,크리스토퍼 리,20.0
2957,크리스토퍼 민츠 플라세,4.0
2958,크리스토퍼 에건,4.0
2959,크리스토퍼 월켄,2.0
2960,크리스토퍼 칼리,2.0
2961,크리스토퍼 플러머,10.0
2962,크리스토프 왈츠,22.0
2963,크리스티나 리치,8.0
2964,크리스티나 애플게이트,2.0
2965,크리스티앙 클라비에,2.0
2966,크리스틴 데이비스,8.0
2967,크리스틴 바란스키,4.0
2968,크리스틴 벨,28.0
2969,크리스틴 스콧 토마스,6.0
2970,크리스틴 스튜어트,45.99999999999999
2971,크리스틴 위그,34.0
2972,크리스틴 커밍스,2.0
2973,크리스틴 코놀리,2.0
2974,크리스핀 글로버,8.0
2975,크리티라 인폰위지트,2.0
2976,클라라,2.0
2977,클라이브 오웬,10.0
2978,클락 듀크,4.0
2979,클랜시 브라운,8.0
2980,클레 베넷,2.0
2981,클레어 데인즈,2.0
2982,클레어 홀트,4.0
2983,클로리스 리치먼,4.0
2984,클로이 모레츠,14.0
2985,클린트 이스트우드,2.0
2986,키리야마 렌,2.0
2987,키스 데이빗,2.0
2988,키시모토 가요코,2.0
2989,키아누 리브스,12.0
2990,키엘 산체스,4.0
2991,키이라 나이틀리,28.0
2992,키지마 류이치,2.0
2993,키쿠치 린코,2.0
2994,키쿠치 코코로,2.0
2995,키키 키린,2.0
2996,키타가와 케이코,2.0
2997,키타무라 카즈키,2.0
2998,키타무라 타쿠미,2.0
2999,키퍼 서덜랜드,8.0
3000,킬리언 머피,20.0
3001,킴 디렉터,6.0
3002,킴 디킨스,8.0
3003,킴 캐트럴,10.0
3004,킷 해링턴,6.0
3005,타나카 마유미,4.0
3006,타니시타 차터제,2.0
3007,타라지 P. 헨슨,2.0
3008,타마키 히로시,4.0
3009,타이 쉐리던,8.0
3010,타이 심킨스,4.0
3011,타이 올슨,8.0
3012,타이라 아이리,2.0
3013,타이레스 깁슨,2.0
3014,타카야마 미나미,20.0
3015,타카오카 사키,2.0
3016,타카하시 히데키,2.0
3017,타케우치 준코,4.0
3018,타키모토 미오리,2.0
3019,탁대성,2.0
3020,탁재훈,12.0
3021,탁트인,22.0
3022,탈리타 베이트먼,6.0
3023,탕웨이,10.0
3024,탕준상,4.0
3025,태너 맥과이어,2.0
3026,태런 에저튼,38.0
3027,태민,2.0
3028,태양,2.0
3029,태연,10.0
3030,탠디 뉴튼,16.0
3031,테레사 팔머,14.0
3032,테렌스 스탬프,2.0
3033,테렌스 하워드,14.0
3034,테리 길리엄,2.0
3035,테리 해처,4.0
3036,테무에라 모리슨,8.0
3037,테사 톰슨,12.0
3038,테오 제임스,10.0
3039,테이트 도노반,2.0
3040,테일러 로트너,18.0
3041,테일러 스위프트,2.0
3042,테일러 키니,2.0
3043,테일러 키취,16.0
3044,토니 골드윈,2.0
3045,토니 블랙,4.0
3046,토니 아멘돌라,4.0
3047,토니 콜렛,4.0
3048,토마스 데커,2.0
3049,토마스 레마르쿼즈,2.0
3050,토마스 생스터,24.0
3051,토마스 제인,4.0
3052,토마스 크레취만,24.0
3053,토마츠 하루카,4.0
3054,토머 시슬리,2.0
3055,토미 리 존스,34.0
3056,토미 스나이더,2.0
3057,토비 맥과이어,16.0
3058,토비 스티븐스,2.0
3059,토비 존스,4.0
3060,토비 켑벨,14.0
3061,토빈 벨,6.0
3062,토요카와 에츠시,2.0
3063,토쿠야마 히데노리,2.0
3064,토쿠이 소라,2.0
3065,토키와 타카코,2.0
3066,토퍼 그레이스,4.0
3067,톰 맥그라스,6.0
3068,톰 윌킨슨,4.0
3069,톰 케니,2.0
3070,톰 크루즈,88.0
3071,톰 펠튼,2.0
3072,톰 하디,52.0
3073,톰 행크스,34.0
3074,톰 홀랜드,18.0
3075,톰 히들스턴,52.0
3076,트래비스 클러프,2.0
3077,트래비스 핌멜,6.0
3078,트레반트 로즈,4.0
3079,트레버 개그넌,2.0
3080,트레이 파커,10.0
3081,트레이시 렛츠,2.0
3082,티 버렐,4.0
3083,티모시 샬라멧,2.0
3084,티모시 올리펀트,8.0
3085,틸다 스윈튼,42.0
3086,팀 로스,4.0
3087,팀 커리,4.0
3088,파니 발렛,2.0
3089,파블로 쉬레이버,2.0
3090,파이퍼 브라운,2.0
3091,파일,2.0
3092,파커 포시,2.0
3093,파티마 사나 셰이크,2.0
3094,판빙빙,12.0
3095,팜케 얀센,20.0
3096,패디 콘시딘,2.0
3097,패트리시아 아퀘트,2.0
3098,패트릭 뎀시,26.0
3099,패트릭 스튜어트,18.0
3100,패트릭 윌슨,26.0
3101,패트릭 파비언,2.0
3102,팸 페리스,2.0
3103,퍼디아 월시-필로,4.0
3104,펄라 하니-자딘,2.0
3105,페넬로페 크루즈,22.0
3106,페니 밸포어,2.0
3107,페드로 파스칼,4.0
3108,페이 더너웨이,2.0
3109,펠리시티 존스,13.999999999999998
3110,펠리시티 허프먼,2.0
3111,포레스트 휘테커,36.0
3112,폴 다노,4.0
3113,폴 러드,8.0
3114,폴 베타니,28.0
3115,폴 워커,28.000000000000004
3116,폴 지아마티,10.0
3117,폴라 패튼,8.0
3118,풍소봉,2.0
3119,프란 드레셔,4.0
3120,프란 크랜즈,2.0
3121,프란시스 맥도먼드,10.0
3122,프란시스 오코너,6.0
3123,프란카 포텐테,6.0
3124,프랑소아 다미앙,2.0
3125,프랑수아 클뤼제,6.0
3126,프랭크 그릴로,2.0
3127,프랭크 란젤라,2.0
3128,프랭크 웰커,2.0
3129,프레데릭 벨,2.0
3130,프레디 프린즈 주니어,2.0
3131,프레디 하이모어,18.0
3132,프리다 핀토,20.0
3133,피어스 브로스넌,12.000000000000002
3134,피오나 쇼,2.0
3135,피터 딘클리지,6.0
3136,피터 맥로비,2.0
3137,피터 뮬란,2.0
3138,피터 손,4.0
3139,피터 스토메어,2.0
3140,피터 플로스잭,2.0
3141,핀 울프하드,4.0
3142,핀 위트록,12.0
3143,필립 버그,2.0
3144,필립 볼든,2.0
3145,필립 세이모어 호프만,12.0
3146,핑크,2.0
3147,하나자와 카나,2.0
3148,하동훈,12.0
3149,하라 히데코,2.0
3150,하라다 미에코,2.0
3151,하룡이,2.0
3152,하마다 코코네,2.0
3153,하마베 미나미,2.0
3154,하마오 쿄스케,2.0
3155,하비 케이틀,10.0
3156,하비에르 바르뎀,26.0
3157,하비에르 보텟,18.0
3158,하성용,10.0
3159,하시모토 아이,4.0
3160,하야미 사오리,2.0
3161,하야시바라 메구미,10.0
3162,하윤경,2.0
3163,하윤동,2.0
3164,하은설,2.0
3165,하일우,2.0
3166,하재숙,4.0
3167,하정우,224.00000000000003
3168,하지원,55.99999999999999
