,movieCd,starScore,userCount
2123,20163184,5.98,84
2124,20100740,8.03,72
2125,20090947,6.48,464
2126,20138350,1.27,2637
2127,20157001,6.7,281
2128,20180869,8.47,450
2129,20174103,7.1,81
2130,20080227,8.08,250
2131,20142481,7.84,364
2132,20178121,6.77,78
2133,20128746,8.99,751
2134,20081620,6.81,2446
2135,20081333,6.97,339
2136,20090663,5.02,222
2137,20143081,9.04,158
2138,20170221,8.59,369
2139,20178582,6.45,49
2140,20171369,6.84,31
2141,20080034,8.64,366
2142,20165061,6.26,513
2143,20149248,7.09,109
2144,20100073,7.76,708
2145,20127706,7.45,343
2146,20158703,8.5,322
2147,20182327,9.22,201
2148,20147848,7.93,46
2149,20179286,8.7,174
2150,20134044,6.67,304
2151,20134436,8.19,167
2152,20162607,6.87,91
2153,20124552,8.37,71
2154,20162063,6.12,563
2155,20081209,8.32,937
2156,20119244,7.59,195
2157,20173612,8.26,851
2158,20090395,8.27,129
2159,20165141,7.97,482
2160,20164485,9.17,549
2161,20163098,7.8,219
2162,20155762,7.26,312
2163,20101165,9.04,1152
2164,20151482,7.98,636
2165,20111532,6.36,150
2166,20135368,8.22,23
2167,20179570,5.3,53
2168,20160483,8.63,739
2169,20165041,6.68,301
2170,20124808,8.92,365
2171,20151201,7.28,85
2172,20144121,8.16,673
2173,20177962,7.87,283
2174,20090402,8.15,668
2175,20143574,8.99,679
2176,20138272,7.86,285
2177,20080728,7.41,226
2178,20163185,7.87,273
2179,20135946,9.04,1635
2180,20113481,8.59,412
2181,20149343,7.78,413
2182,20090295,7.89,113
2183,20070686,7.97,450
2184,20100167,7.47,409
2185,20142110,8.12,547
2186,20159655,8.99,670
2187,20159286,7.46,1030
2188,20147161,6.66,89
2189,20126506,6.11,241
2190,20122581,7.47,141
2191,20170006,8,758
2192,20121244,6.23,209
2193,20179302,5.33,187
2194,20177202,7.85,130
2195,20121550,7.2,902
2196,20169986,8.25,286
2197,20168742,7.74,470
2198,20131281,8.11,178
2199,20150020,7.86,717
2200,20157584,8.1,51
2201,20135837,9.02,90
2202,20180082,7.43,316
2203,20100765,6.19,42
2204,20173662,8.2,96
2205,20121241,4.54,574
2206,20141001,8.79,684
2207,20113556,7.36,159
2208,20134222,8.12,1365
2209,20164481,6.84,412
2210,20158888,8.07,224
2211,20136059,6.19,509
2212,20174962,7.47,271
2213,20124530,9.3,874
2214,20128306,8.62,226
2215,20122466,5.3,541
2216,20154734,9.12,484
2217,20090069,8.3,355
2218,20178646,6.64,637
2219,20167562,6.52,272
2220,20143942,7.88,249
2221,20175581,8.42,83
2222,20182922,7.86,549
2223,20080845,7.68,1791
2224,20147695,7.41,143
2225,20131263,8.79,1296
2226,20155022,6.09,386
2227,20070582,8.52,4154
2228,20134068,8.43,108
2229,20189761,6.48,31
2230,20149462,6.67,43
2231,20176603,7.61,234
2232,20081453,8.17,1115
2233,20161799,8.56,682
2234,20125467,7.82,971
2235,20162299,7.6,282
2236,20161722,8.43,736
2237,20090322,5.67,119
2238,20159442,8.16,593
2239,20177342,8.15,239
2240,20142182,9.34,373
2241,20175604,8.84,579
2242,20136736,8.06,105
2243,20070454,8.99,6482
2244,20152372,8.42,180
2245,20130252,8.71,683
2246,20148602,7.35,245
2247,20080266,8.66,851
2248,20130421,8.44,604
2249,20175962,8.7,352
2250,20149838,8.36,97
2251,20090236,8.56,2397
2252,20148208,5.85,170
2253,20080080,7.72,278
2254,20121455,8.95,40
2255,20156047,6.49,1300
2256,20100111,7.02,127
2257,20112611,8.69,859
2258,20090318,9.04,277
2259,20123603,7.87,484
2260,20090233,7.34,71
2261,20159445,7.44,234
2262,20177601,8.62,247
2263,20100964,7.4,548
2264,20080026,7.84,411
2265,20122229,8.44,192
2266,20162926,9.03,717
2267,20138501,7.83,112
2268,20090833,7.45,753
2269,20137585,4.33,8417
2270,20138222,8.43,176
2271,20151202,8.27,337
2272,20101344,9.19,3570
2273,20129446,8.32,31
2274,20174023,8.33,45
2275,20174967,7.48,265
2276,20058701,7.47,295
2277,20148381,9.2,237
2278,20128549,7.73,468
2279,20134061,8.19,479
2280,20080030,8.2,384
2281,20120127,6.87,437
2282,20100028,6.44,121
2283,20155602,7.82,318
2284,20090838,8.74,394
2285,20128707,5.44,334
2286,20068730,8.25,507
2287,20134073,8.59,716
2288,20174323,8.37,622
2289,20144324,7.31,51
2290,20164526,8.09,135
2291,20149388,7.48,235
2292,20136202,5.61,261
2293,20164094,7.36,698
2294,20152746,5.73,335
2295,20124186,7.99,297
2296,20159063,6.14,222
2297,20080877,7.58,1058
2298,20166543,8.57,230
2299,20179106,7.47,45
2300,20166172,7.82,300
2301,20183195,8.15,206
2302,20178345,7.86,78
2303,20100752,9.05,177
2304,20101073,8.7,493
2305,20140456,7.24,442
2306,20134413,7.37,707
2307,20090906,8.87,179
2308,20123221,5.16,338
2309,20142857,7.93,218
2310,20080223,8.1,461
2311,20110003,5,450
2312,20110278,7.09,32
2313,20148627,9.34,155
2314,20161461,8.67,112
2315,20090328,8.93,681
2316,20111031,8.02,1517
2317,20170656,6.04,114
2318,20112692,7.99,1187
2319,20134047,8.54,415
2320,20181481,4.43,51
2321,20060424,7.31,537
2322,20090400,9.43,222
2323,20070203,6.86,259
2324,20112933,8.19,342
2325,20144441,7.81,839
2326,20090488,8.07,218
2327,20176102,6.47,472
2328,20178666,9.02,146
2329,20163049,9.01,325
2330,20149494,6,50
2331,20151302,7.94,184
2332,20141114,8.93,935
2333,20174902,7.26,61
2334,20090375,7.77,35
2335,20175903,7.32,418
2336,20147557,5.98,44
2337,20129089,7.67,112
2338,20156101,8.41,323
2339,20090670,6.64,1735
2340,20152121,6.23,254
2341,20158905,7.98,298
2342,20174841,6.55,177
2343,20110897,6.22,499
2344,20142844,5.82,50
2345,20145402,8.08,59
2346,20136865,7.58,723
2347,20174501,7.26,62
2348,20169730,6.98,621
2349,20131241,6.67,134
2350,20169034,9.09,887
2351,20123602,8.2,737
2352,20070157,8,417
2353,20137081,8.36,684
2354,20125967,7.65,668
2355,20171002,8.37,210
2356,20180127,6.5,311
2357,20130929,8.09,798
2358,20163081,8.26,281
2359,20124114,8.25,102
2360,20100030,8.86,696
2361,20136935,8.53,723
2362,20142741,7.31,906
2363,20139121,8.33,227
2364,20154342,9.26,423
2365,20133681,4.06,174
2366,20119770,8.47,239
2367,20125446,6.79,373
2368,20148847,7.21,321
2369,20144323,8.73,178
2370,20111416,8.88,516
2371,20122223,7.55,379
2372,20090340,8.65,605
2373,20080536,6.42,220
2374,20157702,8.88,363
2375,20110986,6.52,360
2376,20141681,8.13,39
2377,20119927,7.75,122
2378,20181001,7.12,34
2379,20122221,7.57,143
2380,20100261,8.47,643
2381,20143502,7.6,693
2382,20110162,8.19,47
2383,20148976,7.17,117
2384,20088397,8.35,713
2385,20147872,7.37,137
2386,20136782,9.08,1529
2387,20081627,8.47,565
2388,20125307,8.71,457
2389,20130482,7.54,677
2390,20124872,9.04,295
2391,20120110,7.47,674
2392,20178808,4.53,980
2393,20172642,8.86,855
2394,20138221,7.27,322
2395,20163856,8.55,163
2396,20090008,8.37,161
2397,20163014,8.52,377
2398,20090944,5.85,144
2399,20149409,7.78,613
2400,20182321,9.13,230
2401,20148829,8.23,526
2402,20159161,7.75,390
2403,20110089,7.4,95
2404,20101040,7.03,172
2405,20174073,8.93,46
2406,20164747,7.36,59
2407,20158951,8.69,36
2408,20173444,4.91,128
2409,20168684,7.99,281
2410,20100332,6.5,48
2411,20080875,8.17,241
2412,20130250,5.12,216
2413,20150061,8.45,192
2414,20080256,7.92,139
2415,20170690,7.61,267
2416,20173181,6.81,77
2417,20170381,7.54,61
2418,20162572,6.58,322
2419,20179130,9.14,134
2420,20153522,7.92,131
2421,20149307,6.19,32
2422,20161201,8.5,200
2423,20142341,7.74,306
2424,20149520,7.67,404
2425,20101281,8.47,367
2426,20101101,7.9,164
2427,20125306,5.84,350
2428,20081451,7.21,322
2429,20145462,8.22,249
2430,20128530,8.11,271
2431,20119424,7.68,40
2432,20149155,8.32,37
2433,20173804,8.59,840
2434,20158484,8.83,144
2435,20140207,7.56,36
2436,20165401,8.4,541
2437,20136289,8.02,259
2438,20112741,7.18,442
2439,20112314,8.4,289
2440,20143325,8.42,31
2441,20147584,8.47,199
2442,20081129,8.62,275
2443,20100316,9.01,2409
2444,20170347,8.82,67
2445,20100330,7.2,183
2446,20160942,9.3,497
2447,20126026,8.27,612
2448,20157421,9.02,185
2449,20132381,5.54,24
2450,20159521,8.11,240
2451,20136298,8.66,650
2452,20113501,8.56,226
2453,20122861,8.08,369
2454,20167628,8.69,336
2455,20143706,6.96,159
2456,20168083,7.93,181
2457,20120541,6.48,2564
2458,20161788,8.34,220
2459,20140190,7.16,96
2460,20090588,7.52,142
2461,20181579,7.09,32
2462,20153521,7.89,202
2463,20090739,8.27,85
2464,20156080,3.2,468
2465,20147904,5.94,17
2466,20122865,6.51,209
2467,20166362,7.15,184
2468,20132481,7.72,130
2469,20173121,5.17,524
2470,20132805,8.66,107
2471,20156824,9.34,2934
2472,20141027,8.23,44
2473,20159582,7.58,230
2474,20129786,6.62,1097
2475,20152264,6.61,218
2476,20134027,7.09,237
2477,20162541,8.03,372
2478,20152541,3.05,924
2479,20155725,8.94,256
2480,20090810,8.53,2296
2481,20050039,6.75,194
2482,20134621,8.86,156
2483,20133071,9.41,75
2484,20150470,8.24,250
2485,20170382,7,50
2486,20158981,8.44,368
2487,20131206,7.73,831
2488,20162042,7.45,281
2489,20147379,7.95,451
2490,20149270,7.38,154
2491,20080253,7.27,133
2492,20176071,9.03,193
2493,20090787,8.19,100
2494,20080052,7.74,304
2495,20154902,6.94,262
2496,20159901,8.19,248
2497,20090289,5.26,313
2498,20147407,7.45,326
2499,20141702,8.86,280
2500,20100728,7.61,114
2501,20150963,8.79,137
2502,20090430,8,79
2503,20144642,7.47,183
2504,20161598,9.01,326
2505,20121641,6.55,387
2506,20164927,8.19,248
2507,20173407,8.5,109
2508,20101275,7.67,48
2509,20110903,8.05,82
2510,20157223,7.91,169
2511,20135278,7.92,554
2512,20090344,7.67,126
2513,20140186,7.75,314
2514,20101211,9,68
2515,20138783,9.14,78
2516,20124098,7.13,187
2517,19918269,9.39,6748
2518,20080143,8.48,793
2519,20150563,8.22,244
2520,20090053,8.58,696
2521,20150661,8.89,293
2522,20100076,8.45,300
2523,20141408,7.72,162
2524,20100286,5.61,287
2525,20175811,8.16,61
2526,20128832,8.07,391
2527,20100795,8.04,526
2528,20134484,8.5,158
2529,20130573,8.68,792
2530,20090148,9.25,2171
2531,20147805,8.66,312
2532,20132722,8.15,472
2533,20126010,8.68,1271
2534,20171164,7.78,164
2535,20144927,7.24,153
2536,20120801,8.99,363
2537,20161468,7.15,286
2538,20113654,7.92,601
2539,20112932,8.86,219
2540,20173881,9.12,234
2541,20072687,7.25,241
2542,20155057,7.29,163
2543,20137061,8.48,260
2544,20153801,7.3,74
2545,20090196,8.62,251
2546,20174663,7.95,107
2547,20168041,7.03,381
2548,20148168,4.66,106
2549,20113822,7.16,69
2550,20149397,7.49,108
2551,20123004,8.11,311
2552,20147509,8.48,174
2553,20137722,8.16,1151
2554,20127406,6.7,44
2555,20156083,9.09,347
2556,20138482,8.58,100
2557,20123521,8.86,131
2558,20147616,5.05,145
2559,20119486,5.91,326
2560,20139463,4.38,442
2561,20129046,6.1,180
2562,20134362,9.05,86
2563,20100271,8.29,70
2564,20100196,8.82,303
2565,20135907,5.91,173
2566,20178941,8.08,341
2567,20138882,6.07,194
2568,20162481,7.87,46
2569,20110601,8.24,351
2570,20120941,8.84,158
2571,20164387,7.16,202
2572,20101279,7.99,84
2573,20090937,8.55,241
2574,20111926,6.92,52
2575,20170003,7.22,96
2576,20080395,8.26,280
2577,20166401,8.1,172
2578,20100130,7.08,797
2579,20100365,7.91,224
2580,20110607,9.26,2116
2581,20070466,9.06,12124
2582,20081460,6.72,151
2583,20100102,6.92,158
2584,20081667,9.26,198
2585,20090489,8.44,118
2586,20125567,8.35,139
2587,20149298,4.71,374
2588,20180901,7.66,411
2589,20162207,6.23,74
2590,20147130,5.63,471
2591,20081567,3.36,464
2592,20101028,6.72,385
2593,20133142,7.36,141
2594,20133159,8.58,33
2595,20110900,8.36,179
2596,20172307,6,476
2597,20119836,9.09,454
2598,20170017,8.82,185
2599,20134601,8.88,540
2600,20168592,9.16,310
2601,20162927,9.75,227
2602,20122232,8.38,130
2603,20120107,8.58,418
2604,20113487,8.02,247
2605,20178461,8.92,66
2606,20112541,8.93,303
2607,20134062,8.9,343
2608,20119129,6.55,522
2609,20127726,8.29,238
2610,20147558,6.95,37
2611,20141609,8.31,447
2612,20143922,8.02,398
2613,20159965,8.98,166
2614,20136355,7.87,611
2615,20148681,7.79,102
2616,20164527,6.59,59
2617,20101274,8.22,137
2618,20155174,8.37,91
2619,20090296,8.43,96
2620,20136742,8.04,28
2621,20153182,7.08,274
2622,20124060,7.54,859
2623,20157986,3.22,326
2624,20174882,7.04,140
2625,20090601,7.61,102
2626,20080517,8.77,184
2627,20168822,5.93,281
2628,20175943,8.44,112
2629,20112911,7.92,14204
2630,20125766,8.87,129
2631,20141206,8.28,152
2632,20157441,4.07,292
2633,20139821,7.12,41
2634,20090582,9.08,99
2635,20124933,8.72,85
2636,20139081,6.89,506
2637,20126446,7.89,287
2638,20131841,7.2,1032
2639,20080667,8,144
2640,20121095,8.83,205
2641,20170421,8.99,159
2642,20173721,8.38,109
2643,20150841,4.41,63
2644,20149962,7.69,105
2645,20101283,8.13,220
2646,20166023,7.61,190
2647,20111533,9.07,107
2648,20147559,8.58,36
2649,20163441,7,228
2650,20161502,7.89,241
2651,20169443,8.38,177
2652,20148762,8.58,205
2653,20129227,6.32,223
2654,20100775,8.39,319
2655,20101242,8.19,293
2656,20100011,7.47,43
2657,20151962,7.98,133
2658,20178403, , 
2659,20144522,6.79,128
2660,20175143,8.1,191
2661,20175023,7.14,149
2662,20121923,8.44,619
2663,20080995,8.18,435
2664,20128977,7.6,48
2665,20168446,8.15,131
2666,20136281,6.69,172
2667,20154207,4.9,90
2668,20159101,8.4,462
2669,20090574,7.71,268
2670,20081818,8.3,110
2671,20162608,8.97,156
2672,20172001,5.71,52
2673,20172964,6,283
2674,20101232,8.4,536
2675,20147690,7.29,78
2676,20126621,8.66,47
2677,20175625,8.17,52
2678,20122005,8.02,127
2679,20177750,5.63,27
2680,20143941,8.58,169
2681,20153422,6.9,523
2682,20179301,8.68,47
2683,20181603,8.99,101
2684,20181762,3.41,162
2685,20113917,8.08,156
2686,20140281,8.53,177
2687,20174243,8.86,248
2688,20100277,4.75,88
2689,20113482,7.26,80
2690,20154323,7.87,52
2691,20170883,8.38,629
2692,20149952,7.61,38
2693,20113362,7.98,128
2694,20158518,8.49,468
2695,20147950,7.57,510
2696,20100201, , 
2697,20147909,2.75,76
2698,20177086,7.87,113
2699,20143983,5.75,24
2700,20081518,5.5,290
2701,20170921,8,141
2702,20081087,8.98,65
2703,20164888,8.65,171
2704,20090859,6.39,176
2705,20121094,6.93,521
2706,20142241,7.47,214
2707,20090639,8.08,66
2708,20171423,6.81,78
2709,20132167,6.85,109
2710,20182990,7.44,45
2711,20153982,9.02,321
2712,20176083,8.27,258
2713,20119501,9.1,49
2714,20148447,6.34,784
2715,20136928,8.49,121
2716,20149313,8.28,339
2717,20174182,7.5,104
2718,20161287,7.49,283
2719,20133667,6.51,41
2720,20119659,7.14,169
2721,20113491,8.38,106
2722,20150753,8.29,346
2723,20152962,7.28,88
2724,20110913,8.08,354
2725,20101116,7.65,249
