순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국스크린수,전국매출액,전국관객수,장르,등급,영화구분
1422,인사이드 르윈 ,"조엘 코엔,에단 코엔",,블루미지,블루미지,2014-01-29,개봉영화,장편,미국,70,808287200,104601,드라마,15세이상관람가,다양성영화
1423,블러드,크리스 나흔,,(주)코랄픽쳐스,(주)싸이더스,2009-06-11,개봉영화,장편,홍콩,229,701370482,103918,액션,청소년관람불가,상업영화
1424,킹 오브 프리즘,히시다 마사카즈,,동우에이앤이(주),(주)박수엔터테인먼트,2016-08-11,개봉영화,장편,일본,53,859771500,103852,애니메이션,12세이상관람가,상업영화
1425,꿈은 이루어진다,계윤식,"(주)드림슈거픽쳐스,와이케이픽쳐스,EXCON ",,씨제이엔터테인먼트,2010-05-27,개봉영화,장편,한국,222,730581233,103627,코미디,15세이상관람가,상업영화
1426,베리 굿 걸,나오미 포너,,(주)도키엔터테인먼트,(주)영화사 빅,2014-09-25,개봉영화,장편,미국,338,777703345,103625,멜로/로맨스,15세이상관람가,다양성영화
1427,다이버전트 시리즈: 얼리전트,로베르트 슈벤트케,,(유)조이앤시네마,씨네그루(주)키다리이엔티,2016-05-12,개봉영화,장편,미국,393,818883545,103554,액션,12세이상관람가,상업영화
1428,더 테이블,김종관,볼미디어(주) ,,(주)엣나인필름,2017-08-24,개봉영화,장편,한국,272,830762100,103054,드라마,12세이상관람가,다양성영화
1429,하우 투 루즈 프렌즈,로버트 B. 웨이드,,(주)누리픽쳐스,롯데쇼핑㈜롯데엔터테인먼트,2008-10-16,개봉영화,장편,영국,199,647938167,102722,코미디,15세이상관람가,상업영화
1430,워 호스,스티븐 스필버그,,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2012-02-09,개봉영화,장편,미국,229,734302500,102195,전쟁,12세이상관람가,상업영화
1431,루시드 드림,김준성,(주)로드픽쳐스,,(주)넥스트엔터테인먼트월드(NEW),2017-02-22,개봉영화,장편,한국,461,759481000,102170,SF,15세이상관람가,상업영화
1432,박스트롤,"그레이엄 애나블,안소니 스타치",,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2014-11-06,개봉영화,장편,미국,346,725030100,101665,애니메이션,전체관람가,상업영화
1433,일대종사,왕가위,,CGV아트하우스,CGV아트하우스,2013-08-22,개봉영화,장편,중국,193,733528000,101461,액션,12세이상관람가,다양성영화
1434,R.I.P.D. : 알.아이.피.디.,로베르트 슈벤트케,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2013-08-22,개봉영화,장편,미국,268,725451071,101460,액션,15세이상관람가,상업영화
1435,바람,이성한,(주)필름더데이즈,,(주)싸이더스,2009-11-26,개봉영화,장편,한국,120,726321610,101197,드라마,청소년관람불가,상업영화
1436,게이트,신재호,삼삼공구 브라더스,,(주)제이앤씨미디어그룹,2018-02-28,개봉영화,장편,한국,208,820756100,101173,범죄,15세이상관람가,상업영화
1437,돌연변이,권오광,영화사 우상,,필라멘트픽쳐스,2015-10-22,개봉영화,장편,한국,399,748936684,100543,드라마,12세이상관람가,상업영화
1438,바닷마을 다이어리,고레에다 히로카즈,,(주)티캐스트,(주)티캐스트,2015-12-17,개봉영화,장편,일본,67,821350384,100225,드라마,12세이상관람가,다양성영화
1439,극장판 파워레인저 트레인포스 VS 다이노포스 THE MOVIE,와타나베 카츠야,,대원미디어(주),"(주)스마일이엔티,(주)영화사오원",2015-11-26,개봉영화,장편,일본,344,731072500,100054,액션,전체관람가,상업영화
1440,딥워터 호라이즌,피터 버그,,(주)우성엔터테인먼트,메가박스(주)플러스엠,2017-01-25,개봉영화,장편,미국,433,775611543,100021,액션,12세이상관람가,상업영화
1441,미니특공대X,이영준,(주)삼지애니메이션,,(주)삼지애니메이션,2018-03-22,개봉영화,장편,한국,458,744309700,99867,애니메이션,전체관람가,상업영화
1442,알파독,닉 카사베츠,,(주)코랄픽쳐스,(주)싸이더스,2009-01-29,개봉영화,장편,미국,161,648950794,99692,드라마,청소년관람불가,상업영화
1443,말할 수 없는 비밀,주걸륜,,"(주)엔케이컨텐츠,(주)스폰지이엔티","(주)엔케이컨텐츠,(주)스폰지이엔티",2008-01-10,개봉영화,장편,대만,37,634104500,99106,멜로/로맨스,12세이상관람가,다양성영화
1444,타운,벤 애플렉,,워너브러더스 코리아(주),워너브러더스 코리아(주),2011-01-27,개봉영화,장편,미국,158,763767000,98866,드라마,청소년관람불가,상업영화
1445,라이언,가스 데이비스,,(주)우성엔터테인먼트,(주)이수C&E,2017-02-01,개봉영화,장편,호주,205,736334100,98660,드라마,12세이상관람가,다양성영화
1446,로덴시아: 마법왕국의 전설,데이비드 비스바노,,(주)시네마리퍼블릭,(주)영화사 빅,2013-10-02,개봉영화,장편,페루,221,632768500,98575,애니메이션,전체관람가,다양성영화
1447,가필드-마법의 샘물,"마크 A.Z. 디페,한언덕",,㈜케이디미디어,㈜케이디미디어,2009-02-19,개봉영화,장편,미국,95,577233283,98527,애니메이션,전체관람가,상업영화
1448,빌리와 용감한 녀석들 3,척 파워스,,㈜코리아스크린,롯데쇼핑㈜롯데엔터테인먼트,2015-04-30,개봉영화,장편,미국,343,699788600,98495,애니메이션,전체관람가,다양성영화
1449,대병소장,장성,,(주)동아수출공사,(주)싸이더스,2010-03-11,개봉영화,장편,홍콩,158,718183268,98435,액션,12세이상관람가,상업영화
1450,김광석,이상호,(주)씨네포트,,(주)비엠컬쳐스,2017-08-30,개봉영화,장편,한국,223,772483500,98231,다큐멘터리,15세이상관람가,다양성영화
1451,맥베스,저스틴 커젤,,판씨네마(주),판씨네마(주),2015-12-03,개봉영화,장편,영국,141,744966853,98161,드라마,15세이상관람가,다양성영화
1452,이웃집에 신이 산다,자코 반 도마엘,,(주)엣나인필름,(주)엣나인필름,2015-12-24,개봉영화,장편,벨기에,73,790535650,97883,코미디,청소년관람불가,다양성영화
1453,9:나인,쉐인 액커,포커스피쳐스,(주)빅버젯,에스케이텔레콤(주),2009-09-09,개봉영화,장편,미국,186,704611404,97787,애니메이션,12세이상관람가,상업영화
1454,인류멸망 보고서,김지운,지오엔터테인먼트,,"롯데쇼핑㈜롯데엔터테인먼트,타임스토리그룹(주)",2012-04-11,개봉영화,옴니버스,한국,236,702418000,97555,SF,15세이상관람가,상업영화
1455,소명,신현원,신현원프로덕션,,(주)영화사구안,2009-04-02,개봉영화,장편,한국,1,609575196,97092,다큐멘터리,전체관람가,다양성영화
1456,다크타워: 희망의 탑,니콜라이 아르셀,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2017-08-23,개봉영화,장편,미국,497,761759275,97017,액션,15세이상관람가,상업영화
1457,슈퍼 빼꼼: 스파이 대작전,임아론,(합)알지애니메이션스튜디오,,메가박스(주)플러스엠,2017-05-03,개봉영화,장편,한국,358,691794900,97005,애니메이션,전체관람가,상업영화
1458,위대한 침묵,필립 그로닝,,(주)영화사 진진,(주)영화사 진진,2009-12-03,개봉영화,장편,독일,1,698077950,96824,다큐멘터리,전체관람가,다양성영화
1459,하치 이야기,라세 할스트롬,"스션 필름,인페르노 디스트리뷰션",(주)코콘그룹,(주)프라임엔터테인먼트,2010-02-18,개봉영화,장편,미국,163,703309748,96683,드라마,전체관람가,상업영화
1460,나탈리,주경중,(주)상상엔터테인먼트,,롯데쇼핑㈜롯데엔터테인먼트,2010-10-28,개봉영화,장편,한국,196,1131832453,96410,멜로/로맨스,청소년관람불가,상업영화
1461,바스티유 데이,제임스 왓킨스,,(주)더블앤조이픽쳐스,롯데쇼핑㈜롯데엔터테인먼트,2016-10-13,개봉영화,장편,미국,422,764700600,96305,액션,15세이상관람가,상업영화
1462,쓰리 빌보드,마틴 맥도나,,이십세기폭스코리아(주),이십세기폭스코리아(주),2018-03-15,개봉영화,장편,미국,110,790351200,96239,코미디,15세이상관람가,상업영화
1463,천국의 우편배달부,이형민,(주)삼화네트웍스,,씨제이엔터테인먼트,2009-11-12,개봉영화,장편,한국,118,644989646,96137,멜로/로맨스,전체관람가,상업영화
1464,577 프로젝트,이근우,"(주)다세포클럽,(주)무브픽쳐스,(주)판타지오,(주)숲 엔터테인먼트",,필라멘트픽쳐스,2012-08-30,개봉영화,장편,한국,191,695765500,96079,코미디,15세이상관람가,상업영화
1465,기생령,고석진,"(주)코어콘텐츠미디어,(주)이스트스카이필름",,롯데쇼핑㈜롯데엔터테인먼트,2011-08-05,개봉영화,장편,한국,207,746326000,96077,공포(호러),청소년관람불가,상업영화
1466,걷기왕,백승화,㈜인디스토리,,CGV아트하우스,2016-10-20,개봉영화,장편,한국,462,710905075,95542,드라마,12세이상관람가,상업영화
1467,무서운 이야기 3 : 화성에서 온 소녀,"백승빈,김선,김곡,민규동",(주)수필름,,롯데쇼핑㈜롯데엔터테인먼트,2016-06-01,개봉영화,옴니버스,한국,317,764967500,95415,공포(호러),15세이상관람가,상업영화
1468,소년은 울지 않는다,배형준,"(주)엠케이픽처스 ,라스칼엔터테인먼트(주)",,㈜스튜디오이쩜영,2008-11-06,개봉영화,장편,한국,198,599069000,94993,액션,15세이상관람가,다양성영화
1469,S러버,데이빗 맥킨지,,(주)미로비젼,(주)싸이더스,2009-09-17,개봉영화,장편,미국,203,728391699,94920,코미디,청소년관람불가,상업영화
1470,용의자 X의 헌신,니시타니 히로시,어뮤즈픽쳐스,(주)아펙스 엔터테인먼트,(주)넥스트엔터테인먼트월드(NEW),2009-04-09,개봉영화,장편,일본,144,636382007,94790,미스터리,12세이상관람가,상업영화
1471,일사각오,"권혁만,고문안",KBS,,파이오니아21,2016-03-17,개봉영화,장편,한국,51,682581500,94767,드라마,12세이상관람가,상업영화
1472,사일런스,마틴 스콜세지,,(주)메인타이틀픽쳐스,씨네그루(주)키다리이엔티,2017-02-28,개봉영화,장편,미국,342,700818300,94750,드라마,15세이상관람가,다양성영화
1473,초한지 - 천하대전,이인항,,(유)조이앤컨텐츠그룹,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),2012-01-11,개봉영화,장편,중국,167,710375000,94652,액션,12세이상관람가,상업영화
1474,인비저블 게스트,오리올 파울로,,(주)더블앤조이픽쳐스,(주)더블앤조이픽쳐스,2017-09-21,개봉영화,장편,스페인,232,758162200,94281,범죄,15세이상관람가,다양성영화
1475,"나, 다니엘 블레이크",켄 로치,,(주)영화사 진진,(주)영화사 진진,2016-12-08,개봉영화,장편,영국,63,711071800,94265,드라마,12세이상관람가,다양성영화
1476,나의 산티아고,줄리아 폰 하인츠,,(주)영화사 진진,(주)영화사 진진,2016-07-14,개봉영화,장편,독일,88,721244232,94243,코미디,12세이상관람가,다양성영화
1477,마야2,"노엘 클리어리,세르지오 델피노",,(주)시네마리퍼블릭,(주)영화사 빅,2018-02-01,개봉영화,장편,독일,429,670332200,94182,애니메이션,전체관람가,다양성영화
1478,프리스트,스콧 찰스 스튜어트,,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2011-06-09,개봉영화,장편,미국,228,839493000,93336,액션,15세이상관람가,상업영화
1479,원피스 극장판 Z,나가미네 타츠야,,씨제이이앤엠(주),씨제이이앤엠(주),2013-03-21,개봉영화,장편,일본,267,626891000,93239,애니메이션,전체관람가,상업영화
1480,써티 데이즈 오브 나이트,데이빗 슬레이드,,인터비스앤파트너스(주),㈜케이디미디어,2008-01-10,개봉영화,장편,미국,122,623841500,93191,공포(호러),청소년관람불가,상업영화
1481,태풍이 지나가고,고레에다 히로카즈,,(주)티캐스트,(주)티캐스트,2016-07-27,개봉영화,장편,일본,72,772484972,93005,드라마,12세이상관람가,다양성영화
1482,본 투 비 블루,로버트 뷔드로,,그린나래미디어(주),그린나래미디어(주),2016-06-09,개봉영화,장편,캐나다,147,755724082,92729,드라마,청소년관람불가,다양성영화
1483,7번째 아들,세르게이 보드로프,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2015-02-11,개봉영화,장편,미국,358,729980451,92598,어드벤처,12세이상관람가,상업영화
1484,샤크 나이트 3D,데이비드 R. 엘리스,,,(주)화앤담이엔티,2011-09-15,개봉영화,장편,미국,239,855047000,92505,스릴러,15세이상관람가,상업영화
1485,철가방 우수氏,윤학렬,(주)대길이에스,,씨제이이앤엠(주),2012-11-22,개봉영화,장편,한국,119,604032500,92404,드라마,12세이상관람가,다양성영화
1486,크리미널,아리엘 브로멘,,(유)조이앤시네마,(주)영화사 빅,2016-06-22,개봉영화,장편,영국,351,738985181,92358,액션,15세이상관람가,다양성영화
1487,그 남자의 책 198쪽,김정권,(주)디에스피미디어,,(주)성원아이컴,2008-10-23,개봉영화,장편,한국,220,575174333,91387,멜로/로맨스,12세이상관람가,상업영화
1488,패솔로지,마크 쉬홀르만,,(주)누리픽쳐스,롯데쇼핑㈜롯데엔터테인먼트,2008-04-17,개봉영화,장편,미국,136,569157500,91253,공포(호러),청소년관람불가,상업영화
1489,포커스,"글렌 피카라,존 레쿼",,워너브러더스 코리아(주),워너브러더스 코리아(주),2015-02-26,개봉영화,장편,미국,349,702878700,91164,코미디,15세이상관람가,상업영화
1490,마마,안드레스 무시에티,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2013-01-23,개봉영화,장편,미국,164,662161500,91143,공포(호러),15세이상관람가,상업영화
1491,타워 하이스트,브렛 래트너,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2011-11-17,개봉영화,장편,미국,213,631715500,90840,액션,12세이상관람가,상업영화
1492,노 게임 노 라이프 -제로-,이시즈카 아츠코,,(주)애니플러스,(주)박수엔터테인먼트,2017-10-19,개봉영화,장편,일본,121,739368300,90718,애니메이션,12세이상관람가,다양성영화
