,movieCd,director_score,openDt_score,prdtYear_score,repNationNm_score,repGenreNm_score,showTm_score,watchGradeNm_score,distributor_score,actor_score,starScore,userCount,previous_screen,previous_show,previous_audience,final_audience
972,20113636,0.768822179,7.413561879,13.31590631,5.857089158,3.565127854,2.718236283,7.030157464,1.887070148,1.300439699,6.543451531,0.167147738,0.165154495,0.0784209898,0.273851715,283449
973,20100211,0.768822179,6.91932442,14.26704247,5.857089158,3.055823874,2.090950987,5.272618098,3.962847311,0.951541243,7.435338986,0.102532427,0.0317604798,0.0126485467,0.0405027406,285084
974,20144461,0.768822179,5.930849503,14.26704247,4.624017756,4.838387801,2.718236283,7.030157464,3.019312237,0.951541243,6.110753656,0.229632874,0.0698730556,0.0278268028,0.087977559,282707
975,20162183,0.768822179,8.402036796,14.26704247,3.082678504,3.055823874,2.718236283,5.272618098,1.887070148,1.062554388,7.726747759,0.166011645,0.120689823,0.0480644776,0.0679957278,282565
976,20100794,0.768822179,7.413561879,13.31590631,4.624017756,5.34769178,2.718236283,7.030157464,3.208019252,1.030836346,5.466122129,0.241561854,0.00635209597,0.00252970935,0.00905651343,276536
977,20148686,0.768822179,7.413561879,15.21817864,4.624017756,3.310475864,2.718236283,7.030157464,2.075777163,1.014977326,6.543451531,0.340259966,0.0762251516,0.0303565122,0.0912479666,279488
978,20162704,0.768822179,7.413561879,14.26704247,5.857089158,3.055823874,2.090950987,5.272618098,3.962847311,1.030836346,6.931996561,0.165443598,0.0381125758,0.0151782561,0.0387776904,280539
979,20143543,0.768822179,8.402036796,14.26704247,4.624017756,3.310475864,4.809187271,7.908927147,2.641898208,1.268721657,6.94082713,0.204922843,0.0254083839,0.0101188374,0.0274929872,278087
980,20090288,0.768822179,7.413561879,13.31590631,4.624017756,3.310475864,2.718236283,7.030157464,1.887070148,1.046695367,6.199059345,0.450034989,0.0381125758,0.0202376748,0.0296133614,272813
981,20166101,0.768822179,6.425086962,15.21817864,4.624017756,5.34769178,4.809187271,5.71200294,1.887070148,0.983259284,7.046793956,0.283739321,0.0571688637,0.0227673841,0.0601251864,276379
982,20113472,0.768822179,7.413561879,13.31590631,4.624017756,3.055823874,4.809187271,5.272618098,3.208019252,1.411452844,7.850375723,0.245112146,0.127041919,0.050594187,0.102892055,276334
983,20080363,1.153233268,6.91932442,14.26704247,4.624017756,4.074431833,2.718236283,5.71200294,3.208019252,1.094272429,6.260873327,0.117585665,0.0317604798,0.0227673841,0.0193349374,272501
