,movieCd,movieNm,director1,director2,prdtYear,openDt,typeNm,repNationNm,repGenreNm,companyCd,showTm,actor1,actor2,actor3,actor4,actor5,actor6,watchGradeNm,producedCompany,distributor
83,20141111,"님아, 그 강을 건너지 마오",진모영, ,2014,20141127,장편,한국,다큐멘터리,20143308,86.0,조병만,강계열, , , , ,전체관람가,아거스필름,CGV아트하우스
84,20102414,조선명탐정 : 각시투구꽃의 비밀,김석윤, ,2010,20110127,장편,한국,코미디,20100187,115.0,김명민,김호연,한지민,오달수,김영훈,백성기,12세이상관람가,청년필름(주),(주)쇼박스
85,20123501,군도: 민란의 시대,윤종빈, ,2013,20140723,장편,한국,사극,20126515,137.0,하정우,강동원,최귀화,이성민,조진웅,마동석,15세이상관람가,(주)영화사 월광,(주)쇼박스
86,20113557,범죄와의 전쟁: 나쁜놈들 전성시대,윤종빈, ,2011,20120202,장편,한국,범죄,20063202,133.0,최민식,하정우,조진웅,마동석,곽도원,김성균,청소년관람불가,(주)팔레트픽처스,(주)쇼박스
87,20155501,주토피아,바이론 하워드,리치 무어,2015,20160217,장편,미국,애니메이션, ,108.0,지니퍼 굿윈,제이슨 베이트먼,샤키라, , , ,전체관람가, ,월트디즈니컴퍼니코리아(주)
88,20148807,엣지 오브 투모로우,더그 라이만, ,2014,20140604,장편,미국,액션, ,113.0,톰 크루즈,에밀리 블런트,빌 팩스톤, , , ,12세이상관람가, ,워너브러더스 코리아(주)
89,20124401,신세계,박훈정, ,2012,20130221,장편,한국,범죄,20122737,134.0,이정재,최민식,황정민,박성웅,송지효,정영기,청소년관람불가,(주)사나이픽처스,(주)넥스트엔터테인먼트월드(NEW)
90,20080653,쿵푸 팬더,마크 오스본,존 스티븐슨 ,2008,20080605,장편,미국,애니메이션, ,92.0,더스틴 호프만,루시 리우,잭 블랙,안젤리나 졸리,성룡,김기현,전체관람가, ,씨제이엔터테인먼트
91,20162365,신비한 동물사전,데이빗 예이츠, ,2016,20161116,장편,미국,어드벤처, ,132.0,에디 레드메인,콜린 파렐,캐서린 워터스턴,앨리슨 수돌,댄 포글러,사만다 모튼,12세이상관람가, ,워너브러더스 코리아(주)
92,20112534,도가니,황동혁, ,2011,20110922,장편,한국,드라마,20100901,125.0,정유미,공유,허재호,송은정,임현성,최진호,청소년관람불가,(주)삼거리픽쳐스,씨제이이앤엠(주)
93,20113554,내 아내의 모든 것,민규동, ,2012,20120517,장편,한국,코미디,20100340,121.0,임수정,이선균,류승룡,이달형,이진희,김도균,15세이상관람가,(주)수필름,(주)넥스트엔터테인먼트월드(NEW)
94,20144641,판도라,박정우, ,2016,20161207,장편,한국,드라마,20130212,136.0,김남길,김영애,문정희,정진영,이경영,강신일,12세이상관람가,(주)씨에이씨엔터테인먼트,(주)넥스트엔터테인먼트월드(NEW)
95,20090238,터미네이터 : 미래전쟁의 시작,맥지, ,2009,20090521,장편,미국,SF,20101326,115.0,크리스찬 베일,샘 워싱턴,문 블러드굿,안톤 옐친, , ,15세이상관람가,더 할사이온 컴퍼니,롯데쇼핑㈜롯데엔터테인먼트
96,20081169,맘마미아!,필리다 로이드 , ,2008,20080903,장편,미국,멜로/로맨스, ,108.0,아만다 사이프리드,메릴 스트립,콜린 퍼스, , , ,12세이상관람가, ,유니버설픽쳐스인터내셔널 코리아(유)
97,20124062,연가시,박정우, ,2012,20120705,장편,한국,공포(호러),20100297,109.0,김명민,강지원,문정희,김동완,이하늬,강신일,15세이상관람가,(주)오죤필름,씨제이이앤엠(주)
98,20090933,아이언맨 2,존 파브로, ,2010,20100429,장편,미국,SF,20104469,125.0,로버트 다우니 주니어,기네스 팰트로우,돈 치들,스칼렛 요한슨,미키 루크, ,12세이상관람가,파라마운트 픽쳐스,씨제이엔터테인먼트
99,20170402,강철비,양우석, ,2017,20171214,장편,한국,액션,20158288,139.0,정우성,곽도원,김갑수,김의성,이경영,조우진,15세이상관람가,(주)와이웍스엔터테인먼트,(주)넥스트엔터테인먼트월드(NEW)
100,20111009,해리포터와 죽음의 성물2,데이빗 예이츠, ,2011,20110713,장편,미국,판타지, ,131.0,다니엘 래드클리프,엠마 왓슨,루퍼트 그린트, , , ,전체관람가, ,워너브러더스 코리아(주)
101,20080396,아이언맨,존 파브로, ,2008,20080430,장편,미국,SF, ,125.0,로버트 다우니 주니어,테렌스 하워드,제프 브리지스,기네스 팰트로우, , ,12세이상관람가, ,씨제이엔터테인먼트
102,20147669,엑스맨: 데이즈 오브 퓨처 패스트,브라이언 싱어, ,2014,20140522,장편,미국,액션, ,134.0,휴 잭맨,제임스 맥어보이,마이클 패스벤더,제니퍼 로렌스,할리 베리,엘렌 페이지,12세이상관람가, ,이십세기폭스코리아(주)
103,20080736,강철중: 공공의 적 1-1,강우석, ,2008,20080619,장편,한국,드라마,20100396,127.0,설경구,정재영,강신일,유해진,탁트인,이상현,15세이상관람가,(주)시네마서비스글로벌,씨제이엔터테인먼트
104,20144444,아가씨,박찬욱, ,2016,20160601,장편,한국,스릴러,20153848,144.0,김민희,김태리,하정우,조진웅,김해숙,문소리,청소년관람불가,유한회사 아가씨에프에스,씨제이이앤엠(주)
105,20135661,어메이징 스파이더맨 2,마크 웹, ,2014,20140423,장편,미국,액션, ,142.0,앤드류 가필드,엠마 스톤,제이미 폭스,데인 드한, , ,12세이상관람가, ,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
106,20070675,인디아나 존스 4 : 크리스탈 해골의 왕국,스티븐 스필버그, ,2008,20080522,장편,미국,액션, ,121.0,해리슨 포드,샤이아 라보프, , , , ,12세이상관람가, ,씨제이엔터테인먼트
107,20124938,용의자,원신연, ,2013,20131224,장편,한국,액션,20123235,138.0,공유,박희순,조성하,유다인,김성균,조재윤,15세이상관람가,(주)그린피쉬,(주)쇼박스
108,20124074,건축학개론,이용주, ,2012,20120322,장편,한국,멜로/로맨스,20100545,118.0,엄태웅,한가인,이제훈,배수지,고준희,조정석,12세이상관람가,(주)명필름,롯데쇼핑㈜롯데엔터테인먼트
109,20080996,미이라 3:황제의 무덤,롭 코헨, ,2008,20080730,장편,미국,액션, ,111.0,브렌든 프레이저,마리아 벨로,이연걸, , , ,12세이상관람가, ,유니버설픽쳐스인터내셔널 코리아(유)
110,20081737,7급 공무원,신태라, ,2008,20090422,장편,한국,코미디,20100834,112.0,김하늘,강지환,유승목,강규영,김민국,강신일,12세이상관람가,(주)하리마오픽쳐스,롯데쇼핑㈜롯데엔터테인먼트
111,20081056,다크 나이트,크리스토퍼 놀란, ,2008,20080806,장편,미국,범죄, ,152.0,크리스찬 베일,마이클 케인,히스 레저,아론 에크하트,매기 질렌할,게리 올드만,15세이상관람가, ,주식회사 해리슨앤컴퍼니
112,20113743,댄싱퀸,이석훈, ,2011,20120118,장편,한국,코미디,20100278,124.0,황정민,엄정화,정성화,오나라,박정민,박사랑,12세이상관람가,(주)제이케이필름,씨제이이앤엠(주)
113,20070382,우리 생애 최고의 순간,임순례, ,2007,20080110,장편,한국,드라마,20100335,124.0,문소리,김정은,엄태웅,김지영,조은지,이미도,전체관람가,(주)엠케이픽처스 ,(주)싸이더스
114,20165748,꾼,장창원, ,2017,20171122,장편,한국,범죄,20158292,117.0,현빈,유지태,배성우,박성웅,나나,안세하,15세이상관람가,(주)영화사두둥,(주)쇼박스
115,20148973,혹성탈출: 반격의 서막,맷 리브스, ,2014,20140710,장편,미국,액션, ,130.0,앤디 서키스,게리 올드만,제이슨 클락, , , ,12세이상관람가, ,이십세기폭스코리아(주)
116,20134804,타짜-신의 손,강형철, ,2014,20140903,장편,한국,드라마,20100123,147.0,최승현,신세경,곽도원,유해진,김윤석,이하늬,청소년관람불가,(주)싸이더스,롯데쇼핑㈜롯데엔터테인먼트
117,20151803,쿵푸팬더3,여인영,알레산드로 칼로니,2015,20160128,장편,미국,애니메이션,20103156,95.0,잭 블랙,안젤리나 졸리,더스틴 호프만,성룡,세스 로건,루시 리우,전체관람가,드림웍스 애니메이션,씨제이이앤엠(주)
118,20147790,캡틴 아메리카: 윈터 솔져,조 루소,안소니 루소,2014,20140326,장편,미국,액션, ,136.0,크리스 에반스,스칼렛 요한슨,사무엘 L. 잭슨,로버트 레드포드, , ,15세이상관람가, ,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
119,20124935,박수건달,조진규, ,2012,20130109,장편,한국,코미디,20122966,128.0,박신양,김정태,엄지원,정혜영,김성균,최일화,15세이상관람가,주식회사 제이앤피,(주)쇼박스
120,20149570,조선명탐정 : 사라진 놉의 딸,김석윤, ,2014,20150211,장편,한국,사극,20100187,125.0,김명민,오달수,이연희,강다현,전건익,정명철,12세이상관람가,청년필름(주),(주)쇼박스
121,20139183,역린,이재규, ,2014,20140430,장편,한국,사극,20063037,136.0,현빈,정재영,조정석,한지민,조재현,박성웅,15세이상관람가,굿초이스컷픽쳐스(주),롯데쇼핑㈜롯데엔터테인먼트
122,20144741,매드 맥스: 분노의 도로,조지 밀러, ,2015,20150514,장편,미국,액션, ,120.0,톰 하디,샤를리즈 테론,니콜라스 홀트,조 크라비츠,로지 헌팅턴-휘틀리,라일리 코프,15세이상관람가, ,워너브러더스 코리아(주)
